,DateTime,email,ip,type,useragent
3018,2021-11-07T23:13:52.916Z,591b65e7e9335e75a919341d26ae37c9b72209ffd198b861cbce0802b486bcfa,76.16.239.228,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3019,2021-11-07T23:13:58.368Z,e6036d35d16a4e58c98322548bf54ecbd0bb77e27c46657d2f3edc616b000d65,174.127.71.250,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3020,2021-11-07T23:14:09.262Z,591b65e7e9335e75a919341d26ae37c9b72209ffd198b861cbce0802b486bcfa,50.7.20.12,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
3028,2021-11-07T23:32:12.925Z,18868960bc96402488f09237f389b16a6e48fc6876fb9f484b583134aa0bbe1c,192.252.223.137,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
3033,2021-11-07T23:39:13.907Z,f92d3d7dcf79f906b36eadea41f6402961740f363d2e2545315e7db3c4ff4710,50.2.193.109,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3039,2021-11-07T23:51:42.718Z,c89ee23a60744c05196003085474b51d88dfa559eaf827dfa8e6ad4a557c21d0,166.205.124.44,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
3040,2021-11-07T23:51:51.744Z,c89ee23a60744c05196003085474b51d88dfa559eaf827dfa8e6ad4a557c21d0,174.127.125.251,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3043,2021-11-08T00:14:25.424Z,46dc1ee46f2762865cff673113ea495d72f306f93bb4824f440d4118b3887cdb,20.112.42.187,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3046,2021-11-08T00:15:31.205Z,fbce146328ed75f8fe9bf7cfb16c01f8c67bfcbbcd0f2561be245ce89371e53e,216.104.38.101,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3051,2021-11-08T00:19:58.412Z,fbdec36bc43b4ff509b862114f7d7424ee5cab87d1ec71567c858c2745a0e211,104.42.11.236,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3058,2021-11-08T00:36:27.351Z,31ab8cefe2a3afc5bc39fa6d6a74208f1fbcefd6634ec83185cb72d710de9a6f,98.158.184.184,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3064,2021-11-08T00:57:17.093Z,31f5421decb00449dd96ed006ecaba88692ce3b9cc15c2a602208411a910a9c5,162.205.210.110,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3065,2021-11-08T00:57:29.333Z,31f5421decb00449dd96ed006ecaba88692ce3b9cc15c2a602208411a910a9c5,67.198.130.223,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3066,2021-11-08T00:58:38.655Z,ee27f6c8176f01243a2e837e0e28b883511aa3f44e6b42fe9909b4a6e436e496,67.184.40.75,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3068,2021-11-08T01:04:51.791Z,7e7d78025711cd89f9e8c92dbd8eae71e6d2f4def3a8ced7a48b83d320f64725,98.32.244.217,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3069,2021-11-08T01:05:08.161Z,7e7d78025711cd89f9e8c92dbd8eae71e6d2f4def3a8ced7a48b83d320f64725,174.127.71.247,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3072,2021-11-08T01:20:50.717Z,874373560c6947f08b847d74337f50219834e26548dcf92dadb06da8ab47d084,216.104.38.99,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3077,2021-11-08T01:46:03.367Z,39951d558467032be2db602174a4504d2de3bcfad6a10c2cf937c899fe69d352,13.64.230.136,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3081,2021-11-08T02:08:40.894Z,a104b8966aa80da2ead54151d00f85c7063f7b2143019beaa2aa45096eb95134,75.22.131.22,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
3082,2021-11-08T02:08:51.208Z,a104b8966aa80da2ead54151d00f85c7063f7b2143019beaa2aa45096eb95134,174.127.126.101,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3084,2021-11-08T02:24:27.758Z,ef6036b34cb3fed099f3a6f7c364897c74b1060a5727b92e347fed84f845359d,67.167.193.221,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
3085,2021-11-08T02:24:38.473Z,ef6036b34cb3fed099f3a6f7c364897c74b1060a5727b92e347fed84f845359d,52.226.104.181,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3088,2021-11-08T02:25:24.372Z,fa51880e5be31b7ec8e59df299561d51e44b3fa3b029f0634d16825261873b78,64.34.253.4,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3094,2021-11-08T02:43:13.289Z,33b9b3dcdd70d7ad733e18e7d8da38f1835387a08c89c7151921eba8cd2e995e,50.4.233.44,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
3095,2021-11-08T02:43:24.652Z,fad6ba0f8deddd4414f2015d96206b3c2ab2f724473e9c56aebda2d6dc49be70,199.195.140.120,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3096,2021-11-08T02:43:59.522Z,33b9b3dcdd70d7ad733e18e7d8da38f1835387a08c89c7151921eba8cd2e995e,67.227.154.214,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3100,2021-11-08T02:48:58.723Z,5207869603ee8ddc6213db8d9c5092bc28390db664d939781c6e9a8a3f3f2b9a,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3101,2021-11-08T02:49:09.071Z,5207869603ee8ddc6213db8d9c5092bc28390db664d939781c6e9a8a3f3f2b9a,69.197.132.180,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3103,2021-11-08T04:00:51.920Z,60bcc584db5c1ffa3738386a653e7c09c9721b8e7a74149842ccd504df9ecac8,98.220.201.239,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3104,2021-11-08T04:01:04.623Z,60bcc584db5c1ffa3738386a653e7c09c9721b8e7a74149842ccd504df9ecac8,198.23.165.181,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3106,2021-11-08T04:14:38.325Z,c151e33a133a9a2ee361ddee6553d9d92eb2971563991b40d002e1b544ad9183,73.208.122.12,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36"
3107,2021-11-08T04:14:52.948Z,c151e33a133a9a2ee361ddee6553d9d92eb2971563991b40d002e1b544ad9183,96.31.67.19,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3108,2021-11-08T04:15:02.174Z,c151e33a133a9a2ee361ddee6553d9d92eb2971563991b40d002e1b544ad9183,40.94.35.84,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3111,2021-11-08T05:36:48.021Z,1532bdc142f23975315150e38c10fa08c6169e5bf3d8e9a17e1adde3529d43fe,64.34.251.9,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
3113,2021-11-08T05:39:14.476Z,84bca968060ea2a20cf6ae92704ddcee99a92bdb377182af18833585278cf5db,174.62.140.65,Dunkin Click,"Mozilla/5.0 (Linux; Android 10; SM-G960U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Mobile Safari/537.36"
3114,2021-11-08T05:39:28.503Z,84bca968060ea2a20cf6ae92704ddcee99a92bdb377182af18833585278cf5db,50.2.139.106,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3116,2021-11-08T07:31:58.498Z,fbe29326495acf8987f06254b3e5674f97653a67fe1fcd2368b57236d7e62c99,122.166.90.147,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
3117,2021-11-08T07:32:06.664Z,fbe29326495acf8987f06254b3e5674f97653a67fe1fcd2368b57236d7e62c99,206.212.249.20,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3120,2021-11-08T09:39:15.343Z,b5dd7a0f8c48d60688d217a4a9d87a57076fce652d29ba96f6dd2f5f970c216c,154.16.117.76,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3125,2021-11-08T09:46:29.917Z,64296991ea4f73ac7f037c53ca54603abb2e12bc7a237bd514ebc23d118b67ab,104.45.184.65,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
3127,2021-11-08T12:22:49.631Z,47e20646f7d6bd5d35ebd9ba251db375e6816b7ee177218a80f47677725549bc,67.184.44.140,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3128,2021-11-08T12:23:02.052Z,47e20646f7d6bd5d35ebd9ba251db375e6816b7ee177218a80f47677725549bc,67.214.177.103,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3130,2021-11-08T12:39:14.549Z,fcc3ce0499832be5104fab1f35a9b866aa6657d31d3ca9bcf3b0d3cb46ab69e3,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3131,2021-11-08T12:39:26.069Z,fcc3ce0499832be5104fab1f35a9b866aa6657d31d3ca9bcf3b0d3cb46ab69e3,208.110.66.69,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3133,2021-11-08T12:54:57.157Z,b6db2aed63c53154dbf8a5726c74bb4d6987d755d8d699163213d2de9ed4db83,73.111.195.131,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1"
3134,2021-11-08T12:55:06.924Z,b6db2aed63c53154dbf8a5726c74bb4d6987d755d8d699163213d2de9ed4db83,204.12.202.214,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3136,2021-11-08T13:12:23.143Z,06d7a1b94f0bc189b01ce495293d354eff1a398373adb0512470d023c006be52,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3137,2021-11-08T13:12:37.507Z,06d7a1b94f0bc189b01ce495293d354eff1a398373adb0512470d023c006be52,69.172.215.8,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3140,2021-11-08T13:14:00.320Z,0ea41dbe00f5d6769230665093389ddc7c3fcd3c79bdec0550d1ec624c2466ae,155.254.30.25,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3143,2021-11-08T13:18:43.364Z,34a305941cd5af4023163081603528998a5d11711f11e21ed0ecdea069b7fca7,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3144,2021-11-08T13:18:54.620Z,34a305941cd5af4023163081603528998a5d11711f11e21ed0ecdea069b7fca7,192.3.140.10,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3146,2021-11-08T13:35:21.676Z,4f5251d576ac37beef7fc84c5a4b97b9a6e41bc3a87d2ad97009d91a185aa143,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3147,2021-11-08T13:35:34.770Z,4f5251d576ac37beef7fc84c5a4b97b9a6e41bc3a87d2ad97009d91a185aa143,20.185.97.109,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3149,2021-11-08T13:38:02.497Z,5c77c3de174261215a8aadb4480e7eb992aed19340c622df8a5025ca120fa906,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3150,2021-11-08T13:38:18.956Z,5c77c3de174261215a8aadb4480e7eb992aed19340c622df8a5025ca120fa906,67.212.184.220,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3153,2021-11-08T13:39:23.013Z,b1052580a4cf55bc356608af1e90b70cd3d8def4a9f51fb8bd77ae830b1f6e19,199.83.103.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3158,2021-11-08T13:42:14.946Z,7f4547f90bc1e2af0272d99cf72f7003d577d93f4f244c5a6a76a6caef99a756,20.99.168.206,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3159,2021-11-08T13:42:16.126Z,7f4547f90bc1e2af0272d99cf72f7003d577d93f4f244c5a6a76a6caef99a756,67.212.184.221,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3161,2021-11-08T13:48:55.700Z,1c8e3cd9640d63cfdbd47a2cb1e7ad0433e0d6ca0af4c9ecb62394dea876fdef,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3162,2021-11-08T13:49:09.925Z,1c8e3cd9640d63cfdbd47a2cb1e7ad0433e0d6ca0af4c9ecb62394dea876fdef,20.72.248.99,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3165,2021-11-08T13:49:35.416Z,b7c8e849f01a7e9f1fb51b1347ffad94ffca8e9946f02d6547bd30f0bcd2f486,216.104.38.99,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3167,2021-11-08T13:50:25.996Z,8d16122e342957a0a2b92a4e0ca963086098801277dd0e7ccfe77b8d7d5972e2,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3168,2021-11-08T13:50:46.663Z,8d16122e342957a0a2b92a4e0ca963086098801277dd0e7ccfe77b8d7d5972e2,52.154.172.206,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3170,2021-11-08T13:50:50.216Z,81fa31471282dc08a6d742fa672f1d784459cd0bea5d1615686ca4250e119895,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3172,2021-11-08T13:50:57.205Z,f6d4718233ecdcc389bb3b64b19c3add975dca7c5a3dcbf21b9fd7b47a19d2f4,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3173,2021-11-08T13:51:01.896Z,81fa31471282dc08a6d742fa672f1d784459cd0bea5d1615686ca4250e119895,208.110.94.62,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
3174,2021-11-08T13:51:09.750Z,f6d4718233ecdcc389bb3b64b19c3add975dca7c5a3dcbf21b9fd7b47a19d2f4,104.129.41.4,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3178,2021-11-08T13:55:40.146Z,e06082bb5a0d43accb643c9de2e9b8b37f95ce046640797405d77eea3c57ff1f,69.246.235.226,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3179,2021-11-08T13:55:59.707Z,e06082bb5a0d43accb643c9de2e9b8b37f95ce046640797405d77eea3c57ff1f,192.3.140.14,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3181,2021-11-08T13:58:20.890Z,79f9fc4e886b32b6d48f198f4c1dcae48fa28bf01bff7d4b1814832c940008ce,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3182,2021-11-08T13:58:37.487Z,79f9fc4e886b32b6d48f198f4c1dcae48fa28bf01bff7d4b1814832c940008ce,162.220.241.126,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3184,2021-11-08T14:01:19.385Z,267e684b74c8ec8bafe1041dec950f82c53cbf26844e1f36e8d552fcf273126e,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3186,2021-11-08T14:01:44.556Z,12206e278a896878b5c6cc5b9ab348349f7af1206633dd465a252a7f77a874d2,174.208.227.117,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
3187,2021-11-08T14:02:02.787Z,12206e278a896878b5c6cc5b9ab348349f7af1206633dd465a252a7f77a874d2,173.244.210.24,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3188,2021-11-08T14:02:08.517Z,267e684b74c8ec8bafe1041dec950f82c53cbf26844e1f36e8d552fcf273126e,69.172.229.66,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3190,2021-11-08T14:05:53.554Z,1617a771ab7387c06c62045e31d75a0dd22fa79c824effd22438cd7ecaf949b7,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3193,2021-11-08T14:06:38.343Z,1617a771ab7387c06c62045e31d75a0dd22fa79c824effd22438cd7ecaf949b7,162.248.7.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3195,2021-11-08T14:06:51.688Z,e7d0d70fa3ec320006aac2aaa23c8a1546af9e907c5d983027420943471bfe44,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
3196,2021-11-08T14:06:51.899Z,fbadac3f58b2e0163a43d1d773136a1a0a7af90c50e30f5e71f301bfc4ee6c2f,199.195.192.13,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3197,2021-11-08T14:07:28.494Z,e7d0d70fa3ec320006aac2aaa23c8a1546af9e907c5d983027420943471bfe44,199.195.140.120,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
3202,2021-11-08T14:09:04.475Z,8e3b6dc6245fe1acaace25aa74f3cdd8d6e7526ca87ceaa491131b880d4c4da7,192.73.244.168,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
3204,2021-11-08T14:10:08.554Z,f3a4ee007960a0fb4c5ab630737f344feb42907d26409146b54afba28ed9a7e3,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36"
3206,2021-11-08T14:10:12.230Z,c91a4915d18a43614fbdf3951be5e20e02acb5724db92624f8b5c52a52b66ff5,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3207,2021-11-08T14:10:21.205Z,f3a4ee007960a0fb4c5ab630737f344feb42907d26409146b54afba28ed9a7e3,174.127.75.17,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
3208,2021-11-08T14:10:31.581Z,c91a4915d18a43614fbdf3951be5e20e02acb5724db92624f8b5c52a52b66ff5,174.127.126.73,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
3210,2021-11-08T14:11:27.480Z,086e9e10abcf5348396376b5c6c938b4262ec8099f41a80421e1f30ced07548c,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
3211,2021-11-08T14:11:40.246Z,086e9e10abcf5348396376b5c6c938b4262ec8099f41a80421e1f30ced07548c,98.158.184.249,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
3213,2021-11-08T14:11:54.610Z,a150fc172ab3a075be55e5460ebe49f61d09a1bfc272cfafecc854603c059561,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
3214,2021-11-08T14:12:06.715Z,a150fc172ab3a075be55e5460ebe49f61d09a1bfc272cfafecc854603c059561,64.111.26.61,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
3216,2021-11-08T14:13:50.889Z,9a7a497228a47fd18caa5d737bc7a223a9b410dfa1600b893aebff274431064e,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36"
